,launch,year,date,kms,points,dep,flight type,pilot name,take off,landing,dist1,dist2,dist3,dist4,route,cat,wing,speed,duration,max alt,BD,lat BD,lon BD,time BD,BA,lat BA,lon BA,time BA,sex
201,floirac,2017-2018,04/08/2018,118.9,118.9,46,Dist 3 pts,Michel MONTIMART,Floirac (46),Lacapelle-Pinet,47.66,6.1,34.9,30.15,0,B,Nyos,33.0,3.6,2790.0,Soult (46),448987.0,165373.0,1533385910.0,Lacapelle-Pinet,440705.0,2326.0,1533398896.0,male
202,floirac,2017-2018,04/08/2018,113.97,113.97,46,Dist 3 pts,Didier CHAUBET,Floirac (46),aerodromme cassagnes begonhes,21.17,4.49,51.25,36.98,0,B,Iota,31.4,3.6,2971.0,Floirac (46),44898.0,16524.0,1533385878.0,aerodromme cassagnes begonhes,441788.0,249675.0,1533398938.0,male
203,floirac,2017-2018,04/08/2018,30.11,30.11,46,Dist 3 pts,Jean-yves CAULUS,Floirac (46),Viazac,5.03,0.24,7.11,17.72,0,C,Sigma 10,25.5,1.2,1393.0,Floirac (46),448983.0,165207.0,1533385696.0,Viazac,446668.0,182813.0,1533389941.0,male
204,floirac,2017-2018,04/08/2018,70.78,70.78,46,Dist 3 pts,Christian BATTEDOU,Floirac (46),Martiel,4.49,0.63,61.08,4.52,0,C,Sector,33.2,2.1,2821.0,Floirac (46),448981.0,165143.0,1533385752.0,Martiel,44374.0,193238.0,1533393432.0,male
205,floirac,2017-2018,04/08/2018,70.99,70.99,46,Dist 3 pts,Jerome CAPEL,Floirac (46),Ouest de Limogne,13.43,38.46,8.35,10.7,0,C,Diamir 2,27.5,2.6,2816.0,Floirac (46),448989.0,164977.0,1533385839.0,Ouest de Limogne,443946.0,16904.0,1533395139.0,male
206,floirac,2017-2018,05/08/2018,55.46,55.46,46,Dist 3 pts,Jerome CAPEL,Floirac (46),Nord de Concots,14.65,3.43,0.81,36.53,0,C,Diamir 2,27.0,2.1,2585.0,Floirac,448994.0,165357.0,1533483913.0,Nord de Concots,444158.0,167905.0,1533491297.0,male
207,floirac,2017-2018,19/08/2018,48.35,48.35,46,Dist 3 pts,Jean-noel PELTE,Floirac (46),Frontenac,0.7,37.9,8.75,0.97,0,C,Aspen 6,20.7,2.3,1542.0,Soult (46),44898.0,16543.0,1534681651.0,Frontenac,445577.0,196087.0,1534690079.0,male
208,floirac,2017-2018,20/08/2018,147.04,147.04,46,Dist 3 pts,Dominique DAURES,Floirac (46),Les Fournials,1.01,1.6,43.01,101.33,0,C,Queen 2,30.5,4.8,2398.0,Soult (46),448992.0,165413.0,1534765486.0,moynes,437085.0,225468.0,1534782862.0,male
209,floirac,2018-2019,23/03/2019,20.17,20.17,46,Dist 3 pts,Jean-noel PELTE,Floirac (46),Aynac,0.3,0.35,19.19,0.31,0,C,Aspen 6,18.8,1.1,1400.0,Soult (46),448986.0,165383.0,1553350942.0,Aynac,447892.0,183898.0,1553354798.0,male
210,floirac,2018-2019,13/04/2019,42.47,42.47,46,Dist 3 pts,Jean-marie MAS,Floirac (46),Camboulit (46),0.58,0.88,40.76,0.22,0,C,Artik 5,28.7,1.5,1374.0,Floirac (46),448981.0,165407.0,1555159044.0,Camboulit (46),445997.0,195645.0,1555164372.0,male
